fiber_no_support,poly_MonthlyCharges_service_adoption_score,total_charge_percentile,TotalCharges,MonthlyCharges,fiber_no_security,is_early_customer,has_fiber,charge_per_month,uses_electronic,paperless_no_auto,is_veteran_customer,is_loyal_customer,poly_service_adoption_score_charge_per_service,no_internet,is_low_charger,senior_month_to_month,service_adoption_pct,has_partner,has_auto_pay,is_one_year,Partner,young_family,service_adoption_score,PaperlessBilling,TechSupport,senior_alone,revenue_efficiency,has_family,trend_switch_carrier,OnlineSecurity,charge_above_median,SeniorCitizen,is_senior,has_dependents,is_single_service,Dependents,security_bundle,Churn_binary
0,194.85000000000002,0.281982109896351,493.65,64.95,0,1,0,61.70625,1,1,0,0,48.712500000000006,0,0,1,0.5,0,0,0,0,0,3,1,0,1,1.0833973444529792,0,60.41,0,0,1,1,0,0,0,2,0
0,0.0,0.4696862132613943,1263.85,19.35,0,0,0,19.74765625,1,0,1,1,0.0,1,1,0,0.0,1,0,0,1,1,0,0,0,0,1.0359001680259003,1,60.41,0,0,0,0,1,1,1,0,0
0,0.0,0.24478205310237114,385.55,21.1,0,0,0,21.419444444444444,0,0,0,0,0.0,1,1,0,0.0,0,1,0,0,0,0,0,0,0,1.0718654434250763,0,60.41,0,0,0,0,0,1,0,0,0
1,77.95,0.7198636944483885,3384.0,77.95,1,0,1,78.69767441860465,0,0,0,0,38.975,0,0,0,0.16666666666666666,1,1,0,1,1,1,1,0,0,1.0333139943204372,1,60.41,0,1,0,0,1,1,1,0,1
0,0.0,0.09903450234275167,84.2,18.85,0,1,0,16.84,0,0,0,0,0.0,1,1,0,0.0,1,0,0,1,1,0,0,0,0,1.1020942408376964,1,60.41,0,0,0,0,1,1,1,0,0
0,0.0,0.5426664773534006,1638.7,26.0,0,0,0,26.011111111111113,0,0,1,1,0.0,1,1,0,0.0,0,1,0,0,1,0,0,0,0,1.015933044017359,1,60.41,0,0,0,0,1,1,1,0,0
1,74.7,0.1506460315206588,165.4,74.7,0,1,1,55.13333333333333,1,1,0,0,37.35,0,0,1,0.16666666666666666,0,0,0,0,0,1,1,0,1,1.0997340425531914,0,60.41,0,1,1,1,0,1,0,1,1
1,0.0,0.1257986653414738,120.25,70.35,1,1,1,40.083333333333336,1,1,0,0,0.0,0,0,0,0.0,1,0,0,1,1,0,1,0,0,0.8486238532110092,1,60.41,0,0,0,0,0,1,0,0,0
1,387.6,0.8002271759193526,4473.45,96.9,0,0,1,91.29489795918367,0,0,0,1,77.52000000000001,0,0,0,0.6666666666666666,1,1,0,1,1,4,1,0,0,0.9615773182580283,1,60.41,1,1,0,0,0,0,0,3,0
0,0.0,0.28950731222490417,520.55,19.55,0,0,0,18.59107142857143,0,0,0,0,0.0,1,1,0,0.0,1,1,0,1,1,0,0,0,0,0.9843055686867731,1,60.41,0,0,0,0,0,1,0,0,0
0,402.0,0.8827204316342467,5717.85,80.4,0,0,0,80.5330985915493,0,0,1,1,67.0,0,0,0,0.8333333333333334,1,1,0,1,1,5,1,1,0,1.015784331142299,1,60.41,0,1,0,0,1,0,1,2,0
1,177.6,0.10435893795257703,88.8,88.8,0,1,1,44.4,1,1,0,0,59.199999999999996,0,0,1,0.3333333333333333,0,0,0,0,0,2,1,0,1,0.9888641425389755,0,60.41,0,1,1,1,0,0,0,1,1
1,283.95000000000005,0.7901462444980832,4312.5,94.65,0,0,1,91.75531914893617,1,1,0,0,70.98750000000001,0,0,0,0.5,1,0,1,1,1,3,1,0,0,0.9902638407311303,1,60.41,0,1,0,0,0,0,0,2,0
1,180.5,0.668323157745279,2755.35,90.25,1,0,1,88.88225806451612,1,1,0,0,60.166666666666664,0,0,0,0.3333333333333333,0,0,0,0,0,2,1,0,0,1.0172973970832564,0,60.41,0,1,0,0,0,0,0,0,1
0,129.3,0.4092006247337782,994.55,64.65,0,0,0,62.159375,0,0,0,0,43.1,0,0,0,0.3333333333333333,0,1,0,0,0,2,1,0,0,1.0245171259335564,0,60.41,1,0,0,0,0,0,0,1,1
1,287.25,0.9300014198494959,6511.25,95.75,0,0,1,93.01785714285714,0,0,1,1,71.8125,0,0,0,0.5,1,1,1,1,1,3,0,0,0,0.9853959365896107,1,60.41,0,1,0,0,1,0,1,2,0
0,0.0,0.460031236688911,1218.65,19.55,0,0,0,18.46439393939394,0,0,1,1,0.0,1,1,0,0.0,0,1,0,0,0,0,1,0,0,0.9582465107135837,0,60.41,0,0,0,0,0,1,0,0,0
0,520.5,0.9707511003833593,7447.7,104.1,0,0,1,102.02328767123288,0,0,1,1,86.74999999999999,0,0,0,0.8333333333333334,1,1,0,1,0,5,1,1,0,0.9935300552279822,1,60.41,1,1,1,1,1,0,1,2,0
0,267.15,0.44867244072128354,1169.35,89.05,0,0,1,83.52499999999999,0,0,0,0,66.7875,0,0,1,0.5,1,1,0,1,0,3,1,1,0,1.0092348854270057,1,60.41,0,1,1,1,0,0,0,1,1
0,0.0,0.20531023711486582,279.5,20.1,0,0,0,15.527777777777779,0,1,0,0,0.0,1,1,0,0.0,0,0,1,0,0,0,1,0,0,0.8155821418149984,0,60.41,0,0,0,0,0,1,0,0,0
0,557.75,0.8830044015334375,5720.35,111.55,0,0,1,110.00673076923077,1,1,0,1,92.95833333333333,0,0,0,0.8333333333333334,1,0,1,1,1,5,1,1,0,1.0053250850168276,1,60.41,1,1,0,0,0,0,0,2,0
0,181.5,0.6988499219082778,3121.45,60.5,0,0,0,60.027884615384615,0,0,0,1,45.375,0,0,0,0.5,1,1,0,1,1,3,0,1,0,1.0113235055888545,1,60.41,1,0,0,0,1,0,1,2,0
0,545.7,0.9281556155047564,6468.6,90.95,0,0,0,88.6109589041096,0,0,1,1,77.95714285714286,0,0,0,1.0,1,1,0,1,1,6,1,1,0,0.9876629920298042,1,60.41,1,1,0,0,0,0,0,3,0
1,174.8,0.8957830469970183,5918.8,87.4,0,0,1,87.04117647058824,1,0,1,1,58.26666666666667,0,0,0,0.3333333333333333,1,0,1,1,1,2,0,0,0,1.0105859855211037,1,60.41,0,1,0,0,1,0,1,2,1
0,0.0,0.3319608121539117,675.6,19.7,0,0,0,19.302857142857142,0,0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,1.0071556350626119,0,60.41,0,0,0,0,0,1,0,0,0
0,203.8,0.7303705807184439,3521.7,50.95,0,0,0,51.78970588235294,0,0,1,1,40.760000000000005,0,0,0,0.6666666666666666,1,1,0,1,1,4,1,1,0,1.0313502115883033,1,60.41,1,0,0,0,0,0,0,2,0
0,0.0,0.3934402953286952,923.1,20.05,0,0,0,18.462,0,0,0,1,0.0,1,1,0,0.0,1,1,1,1,1,0,1,0,0,0.9386343993085566,1,60.41,0,0,0,0,0,1,0,0,0
0,0.0,0.43603578020729805,1110.35,19.4,0,0,0,20.562037037037037,0,1,0,1,0.0,1,1,0,0.0,1,0,0,1,1,0,1,0,0,1.078847648659153,1,60.41,0,0,0,0,1,1,1,0,0
0,118.9,0.5384069288655402,1611.65,59.45,0,0,0,57.558928571428574,1,0,0,0,39.63333333333333,0,0,0,0.3333333333333333,0,0,0,0,0,2,0,1,0,1.003424337701958,0,60.41,0,0,0,0,0,0,0,1,0
1,284.25,0.6254437029674854,2293.6,94.75,0,0,1,95.56666666666666,1,1,0,0,71.0625,0,0,1,0.5,0,0,0,0,0,3,1,0,1,1.0519894507510605,0,60.41,0,1,1,1,0,0,0,1,1
0,407.5,0.8710776657674286,5553.25,81.5,0,0,0,79.33214285714286,0,0,1,1,67.91666666666667,0,0,0,0.8333333333333334,0,1,0,0,0,5,1,1,0,0.9873322073073162,0,60.41,1,1,0,0,0,0,0,3,0
0,29.05,0.04074968053386341,44.75,29.05,0,1,0,14.916666666666666,0,0,0,0,14.525,0,1,0,0.16666666666666666,1,1,0,1,1,1,0,1,0,0.7571912013536379,1,60.41,0,0,0,0,1,1,1,0,0
1,86.45,0.6911827346301292,3029.1,86.45,1,0,1,84.14166666666667,1,1,0,0,43.225,0,0,0,0.16666666666666666,0,0,0,0,0,1,1,0,0,1.000776410341125,0,60.41,0,1,0,0,0,1,0,0,1
0,282.4,0.708078943631975,3231.05,70.6,0,0,0,68.74574468085106,0,0,0,0,56.48,0,0,0,0.6666666666666666,1,0,1,1,1,4,0,1,0,0.9945976728436866,1,60.41,1,1,0,0,0,0,0,2,0
1,291.6,0.8470822092858157,5129.45,97.2,0,0,1,93.26272727272728,0,0,0,1,72.9,0,0,0,0.5,0,1,0,0,0,3,1,0,0,0.9770753171549391,0,60.41,0,1,0,0,0,0,0,1,0
1,294.75,0.8682379667755218,5508.35,98.25,0,0,1,96.63771929824561,1,1,0,1,73.6875,0,0,0,0.5,1,0,1,1,1,3,1,0,0,1.0009721969834637,1,60.41,0,1,0,0,0,0,0,1,1
1,75.75,0.32684935396847936,655.9,75.75,0,1,1,65.59,0,0,0,0,37.875,0,0,0,0.16666666666666666,1,1,0,1,1,1,1,0,0,0.9606737458806298,1,60.41,0,1,0,0,0,1,0,1,1
0,118.4,0.4534999290075252,1191.2,59.2,0,0,0,56.72380952380953,0,0,0,0,39.46666666666667,0,0,0,0.3333333333333333,0,1,0,0,0,2,0,1,0,1.0052320675105486,0,60.41,1,0,0,0,0,0,0,1,0
1,75.9,0.3812295896634957,866.4,75.9,0,1,1,72.2,0,1,0,0,37.95,0,0,0,0.16666666666666666,0,0,0,0,0,1,1,0,0,1.0364876181361407,0,60.41,0,1,0,0,0,1,0,1,0
1,180.1,0.6571063467272469,2627.2,90.05,0,0,1,84.74838709677418,1,1,0,0,60.03333333333333,0,0,1,0.3333333333333333,1,0,0,1,0,2,1,0,0,0.9721369102682701,1,60.41,0,1,1,1,0,0,0,1,0
0,283.8,0.8185432344171518,4741.45,70.95,0,0,0,68.71666666666667,0,0,1,1,56.760000000000005,0,0,0,0.6666666666666666,1,1,0,1,1,4,0,0,0,0.9825617539787798,1,60.41,1,1,0,0,0,0,0,3,0
1,410.4,0.766434757915661,4009.2,102.6,0,0,1,102.8,1,1,0,0,82.08,0,0,1,0.6666666666666666,1,0,0,1,0,4,1,0,0,1.028052720652341,1,60.41,0,1,1,1,0,0,0,2,0
1,170.7,0.5159023143546784,1463.45,85.35,0,0,1,81.30277777777778,0,0,0,0,56.9,0,0,1,0.3333333333333333,1,1,0,1,0,2,1,0,0,1.0079203829332968,1,60.41,1,1,1,1,0,0,0,2,1
1,424.4,0.8448104500922902,5082.8,106.1,0,0,1,103.73061224489797,0,0,0,1,84.88,0,0,0,0.6666666666666666,0,1,1,0,0,4,1,0,0,0.9978405119949745,0,60.41,0,1,0,0,0,0,0,2,1
0,0.0,0.03691608689478915,43.8,43.8,0,1,0,21.9,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.9776785714285714,0,60.41,0,0,0,0,0,1,0,0,0
0,295.0,0.7442851057787875,3707.6,59.0,0,0,0,57.93125,1,0,1,1,49.16666666666667,0,0,0,0.8333333333333334,1,0,0,1,1,5,0,0,0,0.9972027972027971,1,60.41,1,0,0,0,1,0,1,3,0
0,209.85000000000002,0.1760613374982252,220.45,69.95,0,1,0,55.1125,1,1,0,0,52.462500000000006,0,0,0,0.5,0,0,1,0,0,3,1,0,0,1.0455299976286458,0,60.41,0,0,0,0,0,0,0,1,0
0,0.0,0.44199914809030244,1133.7,24.35,0,0,0,23.136734693877553,0,0,0,1,0.0,1,1,0,0.0,0,1,1,0,0,0,0,0,0,0.9691400239357154,0,60.41,0,0,0,0,0,1,0,0,0
0,29.45,0.592929149510152,1983.15,29.45,0,0,0,29.599253731343286,0,0,1,1,14.725,0,1,0,0.16666666666666666,0,1,1,0,0,1,0,1,0,1.019771687149689,0,60.41,0,0,0,0,0,1,0,0,0
1,168.8,0.8855601306261536,5746.75,84.4,0,0,1,83.28623188405797,0,0,1,1,56.26666666666667,0,0,0,0.3333333333333333,1,1,0,1,1,2,1,0,0,1.0011410752238596,1,60.41,0,1,0,0,1,0,1,2,0
0,0.0,0.35595626863552465,770.6,45.05,0,0,0,42.81111111111111,1,1,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,1,0,1,1.0048901349677253,0,60.41,0,0,1,1,0,1,0,0,1
0,0.0,0.13083913105210848,134.05,20.65,0,1,0,16.75625,0,0,0,0,0.0,1,1,0,0.0,1,0,1,1,1,0,0,0,0,0.920989350738578,1,60.41,0,0,0,0,1,1,1,0,0
0,522.5999999999999,0.9145250603436036,6230.1,87.1,0,0,0,85.34383561643835,0,0,1,1,74.65714285714284,0,0,0,1.0,1,1,0,1,1,6,1,1,0,0.9932878415866842,1,60.41,1,1,0,0,0,0,0,3,0
0,0.0,0.30569359647877326,573.05,19.85,0,0,0,19.101666666666667,0,0,0,0,0.0,1,1,0,0.0,1,0,0,1,1,0,0,0,0,0.9937570450013004,1,60.41,0,0,0,0,0,1,0,0,0
0,271.04999999999995,0.722135453641914,3419.3,90.35,0,0,1,89.98157894736842,1,1,0,0,67.76249999999999,0,0,0,0.5,1,0,0,1,1,3,1,1,0,1.022533231657172,1,60.41,0,1,0,0,0,0,0,1,0
1,549.0,0.7357660088030669,3587.25,109.8,0,0,1,102.49285714285715,0,1,0,0,91.5,0,0,0,0.8333333333333334,0,0,0,0,0,5,1,0,0,0.96064752825237,0,60.41,1,1,0,0,0,0,0,3,1
1,84.65,0.7323583700127786,3541.35,84.65,1,0,1,82.35697674418604,1,1,0,0,42.325,0,0,1,0.16666666666666666,0,0,0,0,0,1,1,0,1,0.9957961926721592,0,60.41,0,1,1,1,0,1,0,0,1
0,196.5,0.7506744285105779,3801.3,65.5,0,0,0,63.355000000000004,0,0,0,1,49.125,0,0,0,0.5,1,0,1,1,1,3,0,1,0,0.9833915405510284,1,60.41,1,0,0,0,1,0,1,2,0
1,79.5,0.3820814993610677,868.5,79.5,1,1,1,72.375,0,0,0,0,39.75,0,0,0,0.16666666666666666,1,1,0,1,1,1,1,0,0,0.9920045688178184,1,60.41,0,1,0,0,1,1,1,0,1
1,80.95,0.8266363765440863,4859.1,80.95,0,0,1,79.65737704918034,1,1,1,1,40.475,0,0,1,0.16666666666666666,1,0,0,1,0,1,1,0,0,1.000226430629889,1,60.41,1,1,1,1,1,1,1,1,0
0,112.3,0.5107198636944484,1439.35,56.15,0,0,0,51.40535714285714,0,1,0,0,37.43333333333333,0,0,0,0.3333333333333333,0,0,0,0,0,2,1,1,0,0.9487821759335552,0,60.41,0,0,0,0,0,0,0,1,0
1,85.8,0.10279710350702825,85.8,85.8,1,1,1,42.9,0,0,0,0,42.9,0,0,0,0.16666666666666666,0,0,0,0,0,1,0,0,0,0.988479262672811,0,60.41,0,1,0,0,0,1,0,0,1
1,79.1,0.09200624733778219,79.1,79.1,1,1,1,39.55,1,1,0,0,39.55,0,0,1,0.16666666666666666,0,0,0,0,0,1,1,0,1,0.9875156054931336,0,60.41,0,1,1,1,0,1,0,0,1
0,68.8,0.3108050546642056,592.75,34.4,0,0,0,32.93055555555556,0,0,0,0,22.933333333333334,0,1,0,0.3333333333333333,1,0,0,1,1,2,0,0,0,1.0118641174462275,1,60.41,1,0,0,0,0,0,0,2,0
0,0.0,0.4525060343603578,1185.95,20.75,0,0,0,20.10084745762712,0,0,0,1,0.0,1,1,0,0.0,1,0,0,1,1,0,0,0,0,0.9845994188459942,1,60.41,0,0,0,0,0,1,0,0,0
0,0.0,0.0001419849495953429,18.8,18.8,0,1,0,9.4,0,0,0,0,0.0,1,1,0,0.0,1,0,1,1,1,0,0,0,0,0.9494949494949495,1,60.41,0,0,0,0,1,1,1,0,0
0,0.0,0.13119409342609684,134.5,44.3,0,1,0,33.625,0,0,0,0,0.0,0,0,0,0.0,1,0,0,1,1,0,0,0,0,1.0044809559372667,1,60.41,0,0,0,0,1,1,1,0,1
1,272.4,0.8340195939230441,4921.2,90.8,0,0,1,91.13333333333333,1,0,0,1,68.1,0,0,0,0.5,0,0,0,0,0,3,0,0,0,1.0223958116923588,0,60.41,1,1,0,0,0,0,0,3,0
0,0.0,0.38832883714326283,901.25,25.6,0,0,0,25.03472222222222,1,1,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,1,0,0,1.004738015607581,0,60.41,0,0,0,0,0,1,0,0,0
1,423.8,0.8591509300014198,5341.8,105.95,0,0,1,104.74117647058824,0,0,0,1,84.76,0,0,0,0.6666666666666666,1,1,0,1,1,4,0,0,0,1.0081721241860904,1,60.41,1,1,0,0,1,0,1,2,1
0,212.39999999999998,0.826920346443277,4859.95,70.8,0,0,0,70.4340579710145,0,0,1,1,53.099999999999994,0,0,0,0.5,1,1,0,1,1,3,0,1,0,1.0092515678863647,1,60.41,0,1,0,0,1,0,1,1,0
0,0.0,0.4429220502626722,1139.2,25.4,0,0,0,23.733333333333334,1,0,0,0,0.0,1,1,0,0.0,1,0,0,1,1,0,0,0,0,0.9534650150652829,1,60.41,0,0,0,0,0,1,0,0,0
1,435.2,0.9569785602726111,7082.45,108.8,0,0,1,107.30984848484849,0,0,1,1,87.03999999999999,0,0,1,0.6666666666666666,1,1,0,1,0,4,1,0,0,1.0013360667326452,1,60.41,0,1,1,1,0,0,0,2,0
1,0.0,0.2237682805622604,324.6,69.75,1,1,1,54.1,1,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0.9280914939242316,0,60.41,0,0,0,0,0,1,0,0,1
1,189.3,0.8235127076529888,4812.75,94.65,1,0,1,92.55288461538461,1,1,0,1,63.1,0,0,0,0.3333333333333333,1,0,0,1,1,2,1,0,0,0.9968103725029255,1,60.41,0,1,0,0,0,0,0,0,1
1,192.1,0.7958256424818969,4399.5,96.05,1,0,1,93.6063829787234,0,0,0,0,64.03333333333333,0,0,0,0.3333333333333333,0,1,0,0,0,2,0,0,0,0.9955196524336433,0,60.41,0,1,0,0,0,0,0,0,1
1,0.0,0.32883714326281416,663.55,76.85,1,1,1,66.35499999999999,1,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0.9579874395437811,0,60.41,0,1,0,0,0,1,0,0,0
0,0.0,0.15533153485730514,174.65,20.25,0,1,0,19.405555555555555,0,0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,1.071472392638037,0,60.41,0,0,0,0,0,1,0,0,0
0,0.0,0.22206446116711628,321.7,24.8,0,0,0,21.446666666666665,0,0,0,0,0.0,1,1,0,0.0,0,1,1,0,0,0,1,0,0,0.9238943136128661,0,60.41,0,0,0,0,0,1,0,0,0
0,693.9000000000001,0.8465142694874344,5125.5,115.65,0,0,1,111.42391304347827,1,1,0,0,99.12857142857143,0,0,0,1.0,0,0,0,0,0,6,1,1,0,0.9846789299265165,0,60.41,1,1,0,0,0,0,0,3,0
1,0.0,0.29873633394860144,548.9,74.6,1,1,1,60.98888888888889,0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0.9182000669120107,0,60.41,0,1,0,0,0,1,0,0,0
0,50.15,0.05260542382507454,50.15,50.15,0,1,0,25.075,0,1,0,0,25.075,0,0,1,0.16666666666666666,0,0,0,0,0,1,1,0,0,0.9804496578690127,1,60.41,0,0,1,1,1,1,1,1,1
1,515.75,0.9547068010790856,7031.3,103.15,0,0,1,104.94477611940299,0,0,1,1,85.95833333333333,0,0,0,0.8333333333333334,1,1,1,1,1,5,1,0,0,1.0326631320771342,1,60.41,1,1,0,0,1,0,1,3,0
0,288.4,0.8399829618060486,5016.65,72.1,0,0,0,68.72123287671232,0,0,1,1,57.67999999999999,0,0,0,0.6666666666666666,1,1,0,1,1,4,0,1,0,0.9661896691190631,1,60.41,1,1,0,0,1,0,1,3,0
0,681.5999999999999,0.8091722277438591,4594.95,113.6,0,0,1,109.40357142857142,0,0,0,0,97.37142857142857,0,0,0,1.0,1,1,0,1,1,6,1,1,0,0.986337096981926,1,60.41,1,1,0,0,0,0,0,3,1
0,0.0,0.31676842254721,611.45,25.1,0,0,0,25.477083333333336,0,0,0,0,0.0,1,1,0,0.0,1,0,0,1,1,0,0,0,0,1.0573231886564067,1,60.41,0,0,0,0,1,1,1,0,0
1,78.9,0.63353684509442,2384.15,78.9,1,0,1,79.47166666666666,1,1,0,0,39.45,0,0,0,0.16666666666666666,0,0,0,0,0,1,1,0,0,1.0415228692499234,0,60.41,0,1,0,0,0,1,0,0,1
1,80.15,0.22121255146954422,319.85,80.15,0,1,1,63.970000000000006,1,1,0,0,40.075,0,0,0,0.16666666666666666,0,0,0,0,0,1,1,0,0,0.9945584577114428,0,60.41,1,1,0,0,0,1,0,1,0
0,0.0,0.1426948743433196,153.3,25.4,0,1,0,21.900000000000002,0,0,0,0,0.0,1,1,0,0.0,1,0,0,1,1,0,0,0,0,0.9993481095176012,1,60.41,0,0,0,0,1,1,1,0,0
0,527.0,0.9549907709782763,7035.6,105.4,0,0,1,103.46470588235294,0,0,1,1,87.83333333333333,0,0,0,0.8333333333333334,1,1,1,1,0,5,1,1,0,0.9961488361556323,1,60.41,1,1,1,1,0,0,0,3,0
0,0.0,0.23143546784040891,344.2,45.75,0,1,0,43.025,0,1,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,1.0714396887159532,1,60.41,0,0,1,1,1,1,1,0,0
0,0.0,0.509725969047281,1431.65,24.45,0,0,0,25.116666666666667,0,1,0,1,0.0,1,1,0,0.0,1,0,1,1,1,0,1,0,0,1.0448474675229893,1,60.41,0,0,0,0,1,1,1,0,0
0,0.0,0.5760329405083061,1849.2,25.0,0,0,0,25.33150684931507,0,0,1,1,0.0,1,1,0,0.0,1,1,0,1,1,0,0,0,0,1.0267629094947253,1,60.41,0,0,0,0,0,1,0,0,0
0,426.25,0.9069998580150505,6083.1,85.25,0,0,0,83.33013698630137,1,1,1,1,71.04166666666667,0,0,0,0.8333333333333334,1,0,0,1,1,5,1,0,0,0.9908942824564262,1,60.41,1,1,0,0,0,0,0,3,0
0,0.0,0.2598324577594775,426.65,19.6,0,0,0,17.777083333333334,0,0,0,0,0.0,1,1,0,0.0,1,1,0,1,1,0,0,0,0,0.9443337760070827,1,60.41,0,0,0,0,1,1,1,0,0
0,0.0,0.5459321311940935,1655.35,50.15,0,0,0,45.981944444444444,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0.9425480427046263,1,60.41,0,0,0,0,1,1,1,0,0
1,0.0,0.589237540820673,1943.9,70.55,1,0,1,69.425,1,1,0,0,0.0,0,0,1,0.0,1,0,0,1,0,0,1,0,0,1.019964845082247,1,60.41,0,1,1,1,0,1,0,0,0
0,120.1,0.539542808462303,1616.15,60.05,0,0,0,59.85740740740741,1,1,0,0,40.03333333333333,0,0,0,0.3333333333333333,1,0,0,1,1,2,1,1,0,1.0344684119567304,1,60.41,0,0,0,0,1,0,1,1,1
0,0.0,0.21922476217520942,314.95,26.4,0,1,0,24.226923076923075,0,0,0,0,0.0,1,1,0,0.0,1,0,1,1,1,0,0,0,0,0.9910320956576464,1,60.41,0,0,0,0,1,1,1,0,0
0,0.0,0.36390742581286384,804.85,20.15,0,0,0,19.63048780487805,0,0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0.9973358116480794,0,60.41,0,0,0,0,0,1,0,0,0
0,294.25,0.2713332386767003,465.7,58.85,0,1,0,58.2125,0,0,0,0,49.04166666666667,0,0,0,0.8333333333333334,1,0,0,1,1,5,0,0,0,1.127739435767042,1,60.41,1,0,0,0,1,0,1,3,0
1,292.65,0.9373846372284538,6669.05,97.55,0,0,1,93.93028169014084,0,0,1,1,73.1625,0,0,0,0.5,1,1,0,1,1,3,1,0,0,0.9765063328208508,1,60.41,1,1,0,0,1,0,1,2,0
0,0.0,0.4470396138009371,1161.75,19.65,0,0,0,19.045081967213115,0,0,1,1,0.0,1,1,0,0.0,1,1,0,1,1,0,0,0,0,0.9845338983050848,1,60.41,0,0,0,0,1,1,1,0,0
0,0.0,0.4002555729092716,947.75,25.25,0,0,0,23.69375,0,0,0,0,0.0,0,1,0,0.0,1,1,1,1,1,0,1,0,0,0.9614506720770987,1,60.41,0,0,0,0,1,1,1,0,0
0,686.7,0.9968763311089025,8375.05,114.45,0,0,1,114.7267123287671,0,0,1,1,98.10000000000001,0,0,0,1.0,1,1,0,1,1,6,0,1,0,1.0162169048947993,1,60.41,1,1,0,0,0,0,0,3,0
0,34.7,0.03095271901178475,34.7,34.7,0,1,0,17.35,1,1,0,0,17.35,0,1,0,0.16666666666666666,0,0,0,0,0,1,1,0,0,0.9719887955182073,0,60.41,0,0,0,0,0,1,0,0,1
0,212.10000000000002,0.7484026693170523,3770.0,70.7,0,0,0,68.54545454545455,1,1,0,1,53.025000000000006,0,0,0,0.5,1,0,1,1,1,3,1,1,0,0.9872211165811249,1,60.41,0,1,0,0,1,0,1,1,0
1,85.3,0.198139997160301,264.8,85.3,1,1,1,66.2,1,1,0,0,42.65,0,0,0,0.16666666666666666,0,0,0,0,0,1,1,0,0,1.0307512650836903,0,60.41,0,1,0,0,0,1,0,0,1
0,377.75,0.8162714752236263,4707.85,75.55,0,0,0,73.56015625,0,0,1,1,62.958333333333336,0,0,0,0.8333333333333334,1,1,0,1,1,5,0,1,0,0.9889090775419325,1,60.41,1,1,0,0,1,0,1,3,0
0,169.6,0.9112594065029107,6152.4,84.8,0,0,1,85.44999999999999,1,1,1,1,56.53333333333333,0,0,0,0.3333333333333333,1,0,0,1,1,2,1,1,0,1.0216878674150585,1,60.41,0,1,0,0,1,0,1,1,0
0,0.0,0.4025273321027971,958.1,20.65,0,0,0,22.28139534883721,0,1,0,0,0.0,1,1,0,0.0,0,0,1,0,0,0,1,0,0,1.103420476793735,0,60.41,0,0,0,0,0,1,0,0,0
0,0.0,0.39911969331250885,943.0,20.45,0,0,0,19.645833333333332,0,0,0,0,0.0,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0.980096658525178,0,60.41,0,0,0,0,0,1,0,0,0
1,409.8,0.9356808178333097,6615.15,102.45,0,0,1,98.73358208955223,0,0,1,1,81.96000000000001,0,0,0,0.6666666666666666,1,1,1,1,1,4,1,0,0,0.9781817912963757,1,60.41,0,1,0,0,1,0,1,2,1
1,417.6,0.6153627715462161,2200.25,104.4,0,0,1,100.01136363636364,0,0,0,0,83.52000000000001,0,0,0,0.6666666666666666,1,1,0,1,1,4,1,0,0,1.0031230053797757,1,60.41,1,1,0,0,0,0,0,2,1
0,71.3,0.25940650291069145,425.1,35.65,0,1,0,35.425000000000004,1,1,0,0,23.766666666666666,0,0,0,0.3333333333333333,0,0,0,0,0,2,1,1,0,1.0812666921022511,0,60.41,0,0,0,0,0,0,0,1,0
1,299.25,0.11522078659662076,99.75,99.75,0,1,1,49.875,1,1,0,0,74.8125,0,0,0,0.5,0,0,0,0,1,3,1,0,0,0.9900744416873449,1,60.41,0,1,0,0,1,0,1,1,1
0,271.35,0.8429646457475508,5044.8,90.45,0,0,1,90.08571428571429,1,0,0,1,67.8375,0,0,1,0.5,1,0,0,1,0,3,0,1,0,1.0138773049289052,1,60.41,0,1,1,1,0,0,0,2,0
0,390.6,0.9415022007667188,6743.55,97.65,0,0,1,96.33642857142857,0,0,1,1,78.12,0,0,0,0.6666666666666666,0,1,0,0,0,4,1,1,0,1.0006974483776905,0,60.41,0,1,0,0,0,0,0,2,0
1,73.85,0.16541246627857448,196.4,73.85,0,1,1,49.1,1,0,0,0,36.925,0,0,1,0.16666666666666666,0,0,0,0,0,1,0,0,1,0.8824983149853967,0,60.41,0,1,1,1,0,1,0,1,0
0,297.6,0.212835439443419,299.7,74.4,0,1,0,59.94,1,1,0,0,59.52,0,0,0,0.6666666666666666,0,0,0,0,0,4,1,1,0,1.0036838580040186,0,60.41,0,1,0,0,0,0,0,1,1
