customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_binary,charge_per_month,charge_to_monthly_ratio,monthly_charge_percentile,total_charge_percentile,is_high_charger,is_low_charger,charge_above_median,monthly_to_total_ratio,expected_lifetime_value,actual_vs_expected_clv,charge_trend,revenue_efficiency,tenure_squared,tenure_log,is_new_customer,is_early_customer,is_loyal_customer,is_veteran_customer,tenure_bucket,months_remaining_1yr,months_remaining_2yr,contract_age_ratio,service_adoption_score,service_adoption_pct,is_single_service,is_full_service,security_bundle,entertainment_bundle,support_bundle,has_any_security,has_entertainment,services_per_dollar,charge_per_service,is_month_to_month,is_one_year,is_two_year,has_auto_pay,uses_electronic,uses_mailed_check,paperless_no_auto,contract_risk_score,has_fiber,has_dsl,no_internet,fiber_no_security,fiber_no_support,fiber_high_charge,is_senior,has_partner,has_dependents,has_family,senior_alone,young_family,senior_month_to_month,base_risk_score,advanced_risk_score,clv_at_risk,poly_tenure_MonthlyCharges,poly_tenure_service_adoption_score,poly_tenure_base_risk_score,poly_tenure_charge_per_service,poly_MonthlyCharges_service_adoption_score,poly_MonthlyCharges_base_risk_score,poly_MonthlyCharges_charge_per_service,poly_service_adoption_score_base_risk_score,poly_service_adoption_score_charge_per_service,poly_base_risk_score_charge_per_service,macro_gdp_growth,macro_inflation,macro_unemployment,macro_gni_per_capita,trend_churn_intent,trend_switch_carrier,trend_churn_velocity,macro_telecom_sector,macro_stress_index,macro_consumer_pressure
4686-GEFRM,Male,0,1,0,70,1,Yes,Fiber optic,0,1,1,1,0,1,Two year,1,Bank transfer (automatic),98.7,6858.9,No,0,96.60422535211266,0.9786265641274415,0.8518387050972597,0.9468976288513418,1,0,1,0.014387964839137598,2368.8,2.894294877204827,1.0112267132281854,0.9926049204052098,4900,4.2626798770413155,0,0,1,1,5.0,0,0,2.9166666666666665,4,0.6666666666666666,0,0,2,1,2,1,1,0.04012036108324975,19.740000000000002,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,2.5,296.1,6909.0,280.0,70.0,1381.8000000000002,394.8,98.7,1948.3380000000002,4.0,78.96000000000001,19.740000000000002,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
5249-QYHEX,Female,0,1,1,40,1,Yes,No,0,0,0,0,0,0,Two year,1,Mailed check,24.8,1024.7,No,0,24.992682926829268,1.0067793279622717,0.19153769700411757,0.416583842112736,0,1,0,0.02417860972994053,595.2,1.7187185508218719,0.9541146664164399,1.0319234642497483,1600,3.713572066704308,0,0,0,0,4.0,0,0,1.6666666666666667,0,0.0,1,0,0,0,0,0,0,0.0,24.8,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,1,1,1,0,1,0,3,4.0,119.04,992.0,0.0,120.0,992.0,0.0,74.4,615.0400000000001,0.0,0.0,74.4,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
0578-SKVMF,Female,0,1,1,22,1,No,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,83.3,1845.9,Yes,1,80.25652173913043,0.9629610308310294,0.6612949027403096,0.5754650007099248,0,0,1,0.045102604364069515,1999.1999999999998,0.9228577142285773,1.0251484830649045,1.0067081151832462,484,3.1354942159291497,0,0,0,0,3.0,0,2,0.9166666666666666,2,0.3333333333333333,0,0,1,1,0,1,1,0.02372479240806643,27.766666666666666,1,0,0,0,1,0,0,5,1,0,0,0,1,0,0,1,1,1,0,1,0,4,4.0,399.84,1832.6,44.0,88.0,610.8666666666667,166.6,333.2,2312.963333333333,8.0,55.53333333333333,111.06666666666666,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
5564-NEMQO,Female,1,0,0,1,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),75.3,75.3,Yes,1,37.65,0.4967018469656992,0.5629703251455346,0.0865398267783615,0,0,1,0.9868938401048493,1807.1999999999998,0.04164362349297644,1.9482535575679172,0.9868938401048493,1,0.6931471805599453,1,1,0,0,1.0,11,23,0.041666666666666664,1,0.16666666666666666,1,0,1,0,1,1,0,0.013106159895150722,37.65,1,0,0,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,1,0,1,7,8.5,768.06,75.3,1.0,7.0,37.65,75.3,527.1,2835.0449999999996,7.0,37.65,263.55,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
2233-FAGXV,Female,0,1,1,5,1,Yes,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.3,132.25,No,0,22.041666666666668,0.9008855585831061,0.17804912679256,0.13048416867812013,0,1,0,0.18236397748592872,583.2,0.2263779527559055,1.054611211573237,1.079591836734694,25,1.791759469228055,1,1,0,0,1.0,7,19,0.20833333333333334,0,0.0,1,0,0,0,0,0,0,0.0,24.3,1,0,0,0,0,1,1,5,0,0,1,0,0,0,0,1,1,1,0,1,0,8,9.0,262.44,121.5,0.0,40.0,121.5,0.0,194.4,590.49,0.0,0.0,194.4,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
5605-IYGFG,Female,0,0,0,7,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.85,515.45,No,0,64.43125,0.9207752768846018,0.48672440721283544,0.28794547777935536,0,0,0,0.13525026624068157,1676.3999999999999,0.3072910456659116,1.0675327156366414,1.0520461271558326,49,2.0794415416798357,0,1,0,0,2.0,5,17,0.2916666666666667,0,0.0,1,0,0,0,0,0,0,0.0,69.85,1,0,0,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,5,7.0,586.74,488.94999999999993,0.0,35.0,488.94999999999993,0.0,349.25,4879.022499999999,0.0,0.0,349.25,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
7663-ZTEGJ,Male,0,0,1,29,1,Yes,Fiber optic,0,1,1,1,0,1,One year,0,Credit card (automatic),100.55,2830.45,No,0,94.34833333333333,0.9380115990057994,0.8819395144114723,0.673292630981116,1,0,1,0.03551184022320719,2413.2,1.1724173639300803,1.0545543533360136,0.9703457378426096,841,3.4011973816621555,0,0,0,0,4.0,0,0,1.2083333333333333,4,0.6666666666666666,0,0,2,1,2,1,1,0.03938946331856229,20.11,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,2.5,301.65,2915.95,116.0,29.0,583.1899999999999,402.2,100.55,2022.0604999999998,4.0,80.44,20.11,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
3935-TBRZZ,Male,0,1,1,44,1,Yes,No,0,0,0,0,0,0,One year,0,Mailed check,25.7,1110.5,No,0,24.677777777777777,0.9593952483801296,0.22057361919636517,0.4361777651568934,0,1,0,0.023121907332433647,616.8,1.7975072839106507,1.0008654262224146,0.9811804205690051,1936,3.8066624897703196,0,0,0,0,4.0,0,0,1.8333333333333333,0,0.0,1,0,0,0,0,0,0,0.0,25.7,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,1,1,0,1,0,3,3.0,92.52,1130.8,0.0,132.0,1130.8,0.0,77.1,660.49,0.0,0.0,77.1,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
8111-BKVDS,Female,0,0,0,10,0,No phone service,DSL,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),40.7,449.3,No,0,40.845454545454544,1.0013371963449966,0.26636376544086326,0.2659378105920772,0,0,0,0.09038418831889852,976.8000000000001,0.4595009204336265,0.9726265479035413,1.1012254901960785,100,2.3978952727983707,0,1,0,0,2.0,2,14,0.4166666666666667,3,0.5,0,0,3,0,1,1,0,0.07194244604316546,10.175,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.0,146.52,407.0,30.0,30.0,101.75,122.10000000000001,122.10000000000001,414.12250000000006,9.0,30.525000000000002,30.525000000000002,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
2055-SIFSS,Female,1,1,0,55,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),51.65,2838.55,No,0,50.68839285714286,0.9810430635238819,0.34765014908419706,0.6738605707794973,0,0,0,0.018189501857688715,1239.6,2.288046106722554,0.9992572247845087,0.9988739333157386,3025,4.02535169073515,0,0,1,0,5.0,0,0,2.2916666666666665,0,0.0,1,0,0,0,0,0,0,0.0,51.65,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,1,0,1,0,0,1,5,6.5,402.87,2840.75,0.0,275.0,2840.75,0.0,258.25,2667.7225,0.0,0.0,258.25,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
2806-MLNTI,Male,1,1,0,52,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.1,5376.4,No,0,101.44150943396225,0.9650171414212123,0.9278716456055658,0.860428794547778,1,0,1,0.0195447614088593,2522.3999999999996,2.130617420940002,1.025951302169669,0.9835717683216859,2704,3.970291913552122,0,0,1,0,5.0,0,0,2.1666666666666665,4,0.6666666666666666,0,0,2,2,1,1,1,0.037700282752120645,21.02,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,2.5,315.29999999999995,5465.2,208.0,52.0,1093.04,420.4,105.1,2209.2019999999998,4.0,84.08,21.02,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
8734-DKSTZ,Female,0,1,1,10,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,85.95,858.6,No,0,78.05454545454546,0.9071794600876961,0.7073690188839983,0.37902882294476786,0,0,1,0.09998836668217775,2062.8,0.41602868495009204,1.0872240110395583,0.9977919814061592,100,2.3978952727983707,0,1,0,0,2.0,2,14,0.4166666666666667,1,0.16666666666666666,1,0,0,1,0,0,1,0.01150086256469235,42.975,1,0,0,0,1,0,0,5,1,0,0,1,1,0,0,1,1,1,0,1,0,6,8.0,825.1200000000001,859.5,10.0,60.0,429.75,85.95,515.7,3693.70125,6.0,42.975,257.85,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
4360-PNRQB,Male,0,0,0,18,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.6,1395.05,No,0,73.42368421052632,0.9705370808404064,0.5704955274740877,0.4986511429788442,0,0,1,0.05415278822391748,1814.3999999999999,0.7684532334471742,1.0158056645804603,1.0244162138346307,324,2.9444389791664403,0,0,0,0,3.0,0,6,0.75,0,0.0,1,0,0,0,0,0,0,0.0,75.6,1,0,0,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,5,7.0,635.04,1360.8,0.0,90.0,1360.8,0.0,378.0,5715.359999999999,0.0,0.0,378.0,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
6152-ONASV,Female,0,1,0,68,1,Yes,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),58.25,3975.7,No,0,57.618840579710145,0.9889185995895777,0.3967769416441857,0.7647309385205169,0,0,0,0.0146478235723087,1398.0,2.8418155825589704,0.9937078151655252,1.0034578495709237,4624,4.23410650459726,0,0,1,1,5.0,0,0,2.8333333333333335,2,0.3333333333333333,0,0,1,0,1,1,0,0.03375527426160337,19.416666666666668,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,3961.0,136.0,0.0,1320.3333333333335,116.5,0.0,1131.0208333333335,0.0,38.833333333333336,0.0,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
9063-ZGTUY,Female,0,1,1,61,1,No,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.4,1182.55,Yes,1,19.073387096774194,0.9823475660408706,0.023427516683231578,0.4515121397131904,0,1,0,0.016391364961345106,465.59999999999997,2.5343977711101586,0.9664537382989835,0.9984380276933469,3721,4.127134385045092,0,0,1,1,5.0,0,0,2.5416666666666665,0,0.0,1,0,0,0,0,0,0,0.0,19.4,1,0,0,0,0,1,1,5,0,0,1,0,0,0,0,1,1,1,0,1,0,6,7.0,162.95999999999998,1183.3999999999999,0.0,366.0,1183.3999999999999,0.0,116.39999999999999,376.35999999999996,0.0,0.0,116.39999999999999,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
7781-HVGMK,Female,0,1,1,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),65.2,4784.45,No,0,65.5404109589041,1.005009872705121,0.4477495385489138,0.8215249183586539,0,0,0,0.013624633002121014,1564.8000000000002,3.0555945842380887,0.9798556855963522,1.0189653703624824,5184,4.290459441148391,0,0,1,1,5.0,0,0,3.0,6,1.0,0,1,3,2,2,1,1,0.09063444108761329,9.314285714285715,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0.0,0.0,4694.400000000001,432.0,0.0,670.6285714285715,391.20000000000005,0.0,607.2914285714287,0.0,55.885714285714286,0.0,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
2181-UAESM,Male,0,0,0,2,1,No,DSL,1,0,1,0,0,0,Month-to-month,0,Electronic check,53.45,119.5,No,0,39.833333333333336,0.7406259683916949,0.35119977282408066,0.1255146954422831,0,0,0,0.4435684647302905,1282.8000000000002,0.09308303474061379,1.3089795918367346,1.1075069508804447,4,1.0986122886681098,1,1,0,0,1.0,10,22,0.08333333333333333,2,0.3333333333333333,0,0,2,0,1,1,0,0.03673094582185491,17.816666666666666,1,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6.0,384.84000000000003,106.9,4.0,12.0,35.63333333333333,106.9,320.70000000000005,952.3008333333333,12.0,35.63333333333333,106.9,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
2957-LOLHO,Male,0,0,0,12,1,No,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.4,518.9,Yes,1,39.91538461538461,0.8777063599458729,0.2949027403095272,0.2889393724265228,0,0,0,0.08732448547797654,1089.6,0.4757931413900605,1.109607068997932,0.9507145474532797,144,2.5649493574615367,0,1,0,0,2.0,0,12,0.5,0,0.0,1,0,0,0,0,0,0,0.0,45.4,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5.0,272.4,544.8,0.0,60.0,544.8,0.0,227.0,2061.16,0.0,0.0,227.0,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
6048-NJXHX,Male,0,1,0,41,1,No,No,0,0,0,0,0,0,Two year,1,Electronic check,19.75,899.45,No,0,21.41547619047619,1.0830222757375076,0.06005963367883004,0.38776089734488145,0,1,0,0.021933477705591647,474.0,1.8935789473684213,0.8810876838918689,1.109404872032069,1681,3.7376696182833684,0,0,0,0,4.0,0,0,1.7083333333333333,0,0.0,1,0,0,0,0,0,0,0.0,19.75,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,1,0,1,0,1,0,3,4.0,94.8,809.75,0.0,123.0,809.75,0.0,59.25,390.0625,0.0,0.0,59.25,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
2320-SLKMB,Female,0,0,0,26,0,No phone service,DSL,0,0,1,1,1,0,Month-to-month,1,Credit card (automatic),44.45,1183.8,No,0,43.84444444444444,0.9855555093035839,0.2781485162572767,0.45208007951157175,0,0,0,0.037516880486158005,1066.8000000000002,1.1086345757632514,0.9912041625371656,1.02342871963344,676,3.295836866004329,0,0,0,0,4.0,0,0,1.0833333333333333,3,0.5,0,0,1,1,2,1,1,0.066006600660066,11.1125,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.0,160.02000000000004,1155.7,78.0,78.0,288.925,133.35000000000002,133.35000000000002,493.95062500000006,9.0,33.337500000000006,33.337500000000006,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
4980-URKXC,Male,0,1,0,36,1,No,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.85,720.05,No,0,19.46081081081081,0.9321638941031781,0.16101093284111884,0.3440295328695158,0,1,0,0.028916163927605577,500.40000000000003,1.436078978859194,1.0190212007132953,0.9580228845130387,1296,3.6109179126442243,0,0,0,0,4.0,0,0,1.5,0,0.0,1,0,0,0,0,0,0,0.0,20.85,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,2.0,50.040000000000006,750.6,0.0,72.0,750.6,0.0,41.7,434.7225000000001,0.0,0.0,41.7,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
4376-KFVRS,Male,0,1,1,72,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),114.05,8468.2,No,0,116.00273972602741,1.0169996337062326,0.9872923470112168,0.9982961806048559,1,0,1,0.01346644311150994,2737.2,3.0926155868818936,0.9747634992741065,1.0311229087012639,5184,4.290459441148391,0,0,1,1,5.0,0,0,3.0,6,1.0,0,1,3,2,2,1,1,0.05215123859191656,16.29285714285714,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,2.5,342.15,8211.6,432.0,72.0,1173.0857142857142,684.3,114.05,1858.2003571428568,6.0,97.75714285714284,16.29285714285714,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
5886-VLQVU,Male,0,1,0,35,1,Yes,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Bank transfer (automatic),89.85,3161.2,No,0,87.8111111111111,0.9770058103597478,0.7495385489138151,0.7018316058497799,0,0,1,0.028413762570362405,2156.3999999999996,1.465282284231019,1.0116977355185788,1.0049113883811491,1225,3.58351893845611,0,0,0,0,4.0,0,0,1.4583333333333333,2,0.3333333333333333,0,0,0,1,1,0,1,0.02201430930104568,29.95,1,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,1,0,3,5.0,539.0999999999999,3144.75,70.0,105.0,1048.25,179.7,269.54999999999995,2691.0074999999997,6.0,59.9,89.85,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
3577-AMVUX,Male,0,0,0,1,1,No,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,55.05,55.05,No,0,27.525,0.4954995499549955,0.37405934970893084,0.0589237540820673,0,0,0,0.9821587867975022,1321.1999999999998,0.04163515353199214,1.92988606485539,0.9821587867975022,1,0.6931471805599453,1,1,0,0,1.0,11,23,0.041666666666666664,2,0.3333333333333333,0,0,1,0,2,1,0,0.03568242640499554,18.349999999999998,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6.0,396.35999999999996,55.05,2.0,6.0,18.349999999999998,110.1,330.29999999999995,1010.1674999999998,12.0,36.699999999999996,110.1,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
0771-WLCLA,Female,0,1,1,16,1,Yes,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,112.95,1882.55,No,0,110.73823529411764,0.9799078676834188,0.9833877608973449,0.5810024137441431,1,0,1,0.05996655252050649,2710.8,0.6942067999114978,1.010844673738517,1.0411182391328393,256,2.833213344056216,0,0,0,0,3.0,0,8,0.6666666666666666,5,0.8333333333333334,0,0,2,2,2,1,1,0.04387889425186485,18.825,1,0,0,0,1,0,1,5,1,0,0,0,0,1,0,1,1,1,0,1,0,5,7.5,1016.55,1807.2,80.0,80.0,301.2,564.75,564.75,2126.28375,25.0,94.125,94.125,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
5628-RKIFK,Female,1,0,0,49,1,Yes,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),101.55,5070.4,No,0,101.40799999999999,0.9984050408585211,0.8948601448246486,0.8442425102939088,1,0,1,0.020024056473557598,2437.2,2.07956689361004,0.9916217483009141,1.0187765599413294,2401,3.912023005428146,0,0,1,0,5.0,0,0,2.0416666666666665,3,0.5,0,0,1,2,0,1,1,0.02925402242808386,25.3875,1,0,0,1,0,0,0,3,1,0,0,0,1,1,1,0,0,0,1,0,1,4,7.0,853.0199999999999,4975.95,147.0,196.0,1243.9875,304.65,406.2,2578.100625,12.0,76.1625,101.55,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
0206-TBWLC,Female,0,1,0,54,1,Yes,Fiber optic,1,1,1,1,1,1,One year,1,Mailed check,114.65,6049.5,No,0,109.99090909090908,0.9592103698418362,0.9897060911543376,0.9047280988215249,1,0,1,0.01894884720271052,2751.6000000000004,2.1977403182445685,1.0329674830043412,0.9769706561586537,2916,4.007333185232471,0,0,1,0,5.0,0,0,2.25,6,1.0,0,1,3,2,2,1,1,0.05188067444876783,16.37857142857143,0,1,0,0,0,1,1,2,1,0,0,0,0,1,0,1,0,1,0,1,0,2,4.5,619.11,6191.1,324.0,108.0,884.4428571428572,687.9000000000001,229.3,1877.8032142857146,12.0,98.27142857142857,32.75714285714286,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
2937-FTHUR,Female,0,0,1,18,1,Yes,DSL,1,0,0,0,0,1,Month-to-month,0,Electronic check,64.8,1166.7,No,0,61.40526315789474,0.9468430449602337,0.44334800511145817,0.44810450092290216,0,0,0,0.055493705575062086,1555.1999999999998,0.7497108340830229,1.0383739563127266,0.999400376905945,324,2.9444389791664403,0,0,0,0,3.0,0,6,0.75,2,0.3333333333333333,0,0,1,1,0,1,1,0.030395136778115502,21.599999999999998,1,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,1,1,0,1,0,4,4.0,311.03999999999996,1166.3999999999999,36.0,72.0,388.79999999999995,129.6,259.2,1399.6799999999998,8.0,43.199999999999996,86.39999999999999,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
1910-FMXJM,Female,0,1,0,36,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.4,2937.65,No,0,79.39594594594595,0.9871799180052423,0.6297742439301434,0.6826636376544086,0,0,1,0.02735950181205656,1929.6000000000001,1.5216254014296073,1.0000504261005496,1.0145921116253367,1296,3.6109179126442243,0,0,0,0,4.0,0,0,1.5,1,0.16666666666666666,1,0,0,1,0,0,1,0.012285012285012284,40.2,1,0,0,0,1,0,0,5,1,0,0,1,1,0,0,1,0,1,0,1,0,6,8.0,771.84,2894.4,36.0,216.0,1447.2,80.4,482.40000000000003,3232.0800000000004,6.0,40.2,241.20000000000002,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
7752-XUSCI,Female,0,0,0,60,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.9,6396.45,Yes,1,104.85983606557377,0.9900246095745173,0.9384495243504188,0.9240380519664916,1,0,1,0.016553470523411672,2541.6000000000004,2.515712263037835,1.0003794067317595,1.006522423288749,3600,4.110873864173311,0,0,1,1,5.0,0,0,2.5,4,0.6666666666666666,0,0,2,2,1,1,1,0.037418147801683815,21.18,1,0,0,0,1,0,1,5,1,0,0,0,1,1,0,0,0,0,0,0,0,5,7.5,953.1000000000001,6354.0,240.0,300.0,1270.8,423.6,529.5,2242.962,20.0,84.72,105.9,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
4110-PFEUZ,Female,0,0,0,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.55,69.55,Yes,1,34.775,0.4964311206281228,0.47934118983387763,0.07028255004969473,0,0,0,0.9858256555634302,1669.1999999999998,0.04164171955454437,1.9440950384346611,0.9858256555634302,1,0.6931471805599453,1,1,0,0,1.0,11,23,0.041666666666666664,0,0.0,1,0,0,0,0,0,0,0.0,69.55,1,0,0,0,0,1,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,8,10.0,834.6,69.55,0.0,8.0,69.55,0.0,556.4,4837.202499999999,0.0,0.0,556.4,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
0732-OCQOC,Female,0,1,1,52,1,Yes,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.05,1270.25,No,0,23.96698113207547,0.956045610205848,0.20069572625301718,0.47195797245491977,0,1,0,0.019705014749262537,601.2,2.1093490534706074,1.0033251464197999,0.9744169990794721,2704,3.970291913552122,0,0,1,0,5.0,0,0,2.1666666666666665,0,0.0,1,0,0,0,0,0,0,0.0,25.05,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,2.0,60.120000000000005,1302.6000000000001,0.0,104.0,1302.6000000000001,0.0,50.1,627.5025,0.0,0.0,50.1,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
5168-MSWXT,Male,0,1,1,8,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.75,759.55,No,0,84.39444444444445,0.8896632503660321,0.8103081073406219,0.35297458469402243,1,0,1,0.12458089540464139,2274.0,0.33386813186813186,1.1095569579077484,1.0007246376811594,64,2.1972245773362196,0,1,0,0,2.0,4,16,0.3333333333333333,3,0.5,0,0,1,2,1,1,1,0.031331592689295036,23.6875,1,0,0,0,1,0,1,5,1,0,0,0,1,1,0,1,1,1,0,1,0,5,7.5,852.75,758.0,24.0,40.0,189.5,284.25,473.75,2244.390625,15.0,71.0625,118.4375,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
1090-ESELR,Male,0,1,1,72,1,No,Fiber optic,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),105.5,7611.55,No,0,104.26780821917808,0.9881921454073354,0.9339769984381655,0.9767144682663638,1,0,1,0.01385869386736376,2532.0,3.0049545992893805,1.0022057244731313,1.0019152296959326,5184,4.290459441148391,0,0,1,1,5.0,0,0,3.0,5,0.8333333333333334,0,0,2,2,1,1,1,0.046948356807511735,17.583333333333332,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,2.5,316.5,7596.0,360.0,72.0,1266.0,527.5,105.5,1855.0416666666665,5.0,87.91666666666666,17.583333333333332,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
8592-PLTMQ,Female,0,0,0,64,1,Yes,No,0,0,0,0,0,0,One year,0,Mailed check,24.7,1642.75,No,0,25.273076923076925,1.0225645813881108,0.188201050688627,0.543447394576175,0,1,0,0.015026615969581748,592.8,2.766503873358033,0.9401258966476357,1.0385320520925527,4096,4.174387269895637,0,0,1,1,5.0,0,0,2.6666666666666665,0,0.0,1,0,0,0,0,0,0,0.0,24.7,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.0,88.91999999999999,1580.8,0.0,192.0,1580.8,0.0,74.1,610.0899999999999,0.0,0.0,74.1,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
