tenure,Churn_binary,MonthlyCharges,Contract,InternetService,is_month_to_month,is_new_customer,is_high_charger,service_adoption_score,base_risk_score,advanced_risk_score,has_fiber,fiber_no_security,charge_per_service
56,0,24.45,One year,No,0,0,0,0,3,4.0,0,0,24.45
72,0,25.0,Two year,No,0,0,0,0,2,2.0,0,0,25.0
72,0,85.25,Two year,DSL,0,0,0,5,1,2.0,0,0,14.208333333333334
23,0,19.6,Two year,No,0,0,0,0,2,2.0,0,0,19.6
35,0,50.15,Month-to-month,DSL,1,0,0,0,6,6.0,0,0,50.15
27,0,70.55,Month-to-month,Fiber optic,1,0,0,0,6,10.5,1,1,70.55
26,1,60.05,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,20.016666666666666
12,0,26.4,One year,No,0,0,0,0,3,3.0,0,0,26.4
40,0,20.15,Two year,No,0,0,0,0,3,3.0,0,0,20.15
7,0,58.85,Month-to-month,DSL,1,0,0,5,4,4.0,0,0,9.808333333333334
70,0,97.55,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,24.3875
60,0,19.65,Two year,No,0,0,0,0,2,2.0,0,0,19.65
39,0,25.25,One year,DSL,0,0,0,0,2,2.0,0,0,25.25
72,0,114.45,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.35
1,1,34.7,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,17.35
54,0,70.7,One year,DSL,0,0,0,3,1,2.0,0,0,17.675
3,1,85.3,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,42.65
63,0,75.55,Two year,DSL,0,0,0,5,0,0.0,0,0,12.591666666666667
71,0,84.8,Two year,Fiber optic,0,0,0,2,1,2.0,1,0,28.266666666666666
42,0,20.65,One year,No,0,0,0,0,3,4.0,0,0,20.65
47,0,20.45,Two year,No,0,0,0,0,2,2.0,0,0,20.45
66,1,102.45,One year,Fiber optic,0,0,1,4,1,2.5,1,0,20.490000000000002
21,1,104.4,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,20.880000000000003
11,0,35.65,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,11.883333333333333
1,1,99.75,Month-to-month,Fiber optic,1,1,1,3,7,9.5,1,0,24.9375
55,0,90.45,Month-to-month,Fiber optic,1,0,1,3,5,8.0,1,0,22.6125
69,0,97.65,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,19.53
3,0,73.85,Month-to-month,Fiber optic,1,1,0,1,8,9.5,1,0,36.925
4,1,74.4,Month-to-month,DSL,1,1,0,4,6,7.0,0,0,14.88
30,0,69.1,Two year,DSL,0,0,0,3,0,0.0,0,0,17.275
5,0,82.75,Month-to-month,Fiber optic,1,1,0,2,6,7.0,1,0,27.583333333333332
71,0,24.4,Two year,No,0,0,0,0,2,2.0,0,0,24.4
29,0,55.25,One year,DSL,0,0,0,1,3,4.0,0,0,27.625
52,0,61.35,Month-to-month,DSL,1,0,0,2,3,3.0,0,0,20.45
68,0,76.75,One year,DSL,0,0,0,4,0,0.0,0,0,15.35
46,0,19.4,Two year,No,0,0,0,0,3,3.0,0,0,19.4
8,0,54.75,Month-to-month,DSL,1,0,0,1,5,5.0,0,0,27.375
72,0,19.7,Two year,No,0,0,0,0,2,2.0,0,0,19.7
17,0,19.9,One year,No,0,0,0,0,2,2.0,0,0,19.9
3,0,107.95,Month-to-month,Fiber optic,1,1,1,5,7,9.5,1,0,17.991666666666667
2,0,83.8,Month-to-month,Fiber optic,1,1,0,2,5,6.5,1,0,27.933333333333334
9,1,74.25,Month-to-month,Fiber optic,1,0,0,1,5,5.0,1,0,37.125
51,0,56.4,One year,DSL,0,0,0,4,0,0.0,0,0,11.28
6,0,20.1,Two year,No,0,1,0,0,5,5.0,0,0,20.1
3,0,94.9,Month-to-month,Fiber optic,1,1,1,2,7,10.5,1,1,31.633333333333336
17,0,94.2,Month-to-month,Fiber optic,1,0,1,2,5,11.0,1,1,31.400000000000002
30,0,49.9,Month-to-month,DSL,1,0,0,0,6,6.0,0,0,49.9
31,0,71.05,Month-to-month,DSL,1,0,0,3,4,5.0,0,0,17.7625
45,0,81.65,Two year,DSL,0,0,0,5,0,0.0,0,0,13.608333333333334
64,0,89.45,One year,Fiber optic,0,0,0,3,0,0.0,1,0,22.3625
1,1,59.85,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,29.925
1,1,69.6,Month-to-month,Fiber optic,1,1,0,0,8,12.5,1,1,69.6
61,0,99.0,One year,Fiber optic,0,0,1,3,2,3.5,1,0,24.75
1,0,19.05,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.05
9,1,45.4,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,15.133333333333333
72,0,114.45,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.35
1,1,19.5,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.5
7,0,44.25,Month-to-month,DSL,1,0,0,0,6,7.0,0,0,44.25
66,0,90.55,One year,Fiber optic,0,0,1,3,1,2.5,1,0,22.6375
1,1,69.9,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,69.9
40,0,20.4,Month-to-month,No,1,0,0,0,5,5.0,0,0,20.4
16,0,71.4,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,17.85
2,1,87.15,Month-to-month,Fiber optic,1,1,0,2,5,5.0,1,0,29.05
67,0,24.85,Two year,No,0,0,0,0,2,2.0,0,0,24.85
41,0,104.45,One year,Fiber optic,0,0,1,5,1,2.5,1,0,17.408333333333335
56,0,19.8,Two year,No,0,0,0,0,2,2.0,0,0,19.8
72,0,116.45,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.635714285714286
3,1,84.75,Month-to-month,Fiber optic,1,1,0,1,7,9.0,1,1,42.375
54,0,20.05,Two year,No,0,0,0,0,2,2.0,0,0,20.05
52,0,110.75,Month-to-month,Fiber optic,1,0,1,5,5,9.0,1,0,18.458333333333332
50,0,89.7,Two year,Fiber optic,0,0,0,3,0,0.0,1,0,22.425
14,1,89.95,Month-to-month,Fiber optic,1,0,1,2,5,9.5,1,1,29.983333333333334
27,0,48.7,One year,DSL,0,0,0,1,2,2.0,0,0,24.35
72,0,96.6,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,19.32
62,0,74.3,One year,DSL,0,0,0,4,0,0.0,0,0,14.86
12,0,54.3,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,18.099999999999998
44,0,74.85,One year,DSL,0,0,0,4,0,0.0,0,0,14.969999999999999
54,0,79.95,Two year,Fiber optic,0,0,0,2,0,0.0,1,0,26.650000000000002
68,0,20.05,Two year,No,0,0,0,0,2,2.0,0,0,20.05
20,0,19.4,Month-to-month,No,1,0,0,0,6,6.0,0,0,19.4
50,0,54.9,One year,DSL,0,0,0,1,2,2.0,0,0,27.45
58,0,24.45,Two year,No,0,0,0,0,2,2.0,0,0,24.45
35,0,89.65,Month-to-month,Fiber optic,1,0,0,2,3,3.0,1,0,29.883333333333336
2,0,45.4,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,45.4
63,0,75.7,Two year,DSL,0,0,0,4,1,1.0,0,0,15.14
58,0,110.65,One year,Fiber optic,0,0,1,5,1,2.5,1,0,18.441666666666666
27,0,20.55,One year,No,0,0,0,0,3,4.0,0,0,20.55
71,0,115.15,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.45
63,0,58.55,One year,DSL,0,0,0,2,0,0.0,0,0,19.516666666666666
71,0,93.25,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,23.3125
41,1,113.2,Month-to-month,Fiber optic,1,0,1,5,5,9.0,1,0,18.866666666666667
13,1,90.5,Month-to-month,Fiber optic,1,0,1,2,5,11.0,1,1,30.166666666666668
2,1,79.0,Month-to-month,Fiber optic,1,1,0,1,8,10.0,1,1,39.5
68,0,19.35,Two year,No,0,0,0,0,2,2.0,0,0,19.35
1,0,48.75,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,24.375
65,0,109.05,Two year,Fiber optic,0,0,1,5,2,4.5,1,0,18.175
72,0,25.0,Two year,No,0,0,0,0,2,2.0,0,0,25.0
28,0,54.9,Month-to-month,DSL,1,0,0,1,5,5.0,0,0,27.45
72,0,24.75,Two year,No,0,0,0,0,2,2.0,0,0,24.75
2,0,91.15,Month-to-month,Fiber optic,1,1,1,3,7,9.5,1,0,22.7875
18,1,20.15,One year,No,0,0,0,0,2,2.0,0,0,20.15
60,0,104.35,One year,Fiber optic,0,0,1,4,2,4.5,1,0,20.869999999999997
26,0,66.05,Month-to-month,DSL,1,0,0,2,4,6.5,0,0,22.016666666666666
1,1,71.65,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,71.65
4,1,20.35,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.35
68,0,92.2,Two year,DSL,0,0,1,6,1,1.0,0,0,13.171428571428573
38,1,84.25,Month-to-month,Fiber optic,1,0,0,3,3,3.0,1,0,21.0625
42,0,105.2,One year,Fiber optic,0,0,1,4,1,2.5,1,0,21.04
57,0,19.6,Two year,No,0,0,0,0,2,2.0,0,0,19.6
54,0,30.4,Month-to-month,DSL,1,0,0,1,6,6.0,0,0,15.2
12,1,78.1,Month-to-month,Fiber optic,1,0,0,1,5,7.0,1,1,39.05
44,0,61.5,One year,DSL,0,0,0,3,1,2.0,0,0,15.375
42,0,69.4,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,17.35
72,0,24.75,Two year,No,0,0,0,0,2,2.0,0,0,24.75
71,0,91.05,Two year,DSL,0,0,1,6,2,2.0,0,0,13.007142857142856
19,1,89.65,Month-to-month,Fiber optic,1,0,0,2,4,4.0,1,0,29.883333333333336
23,0,73.65,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,18.4125
30,0,19.4,Two year,No,0,0,0,0,2,2.0,0,0,19.4
35,0,26.2,One year,No,0,0,0,0,2,2.0,0,0,26.2
10,1,98.7,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,24.675
1,0,43.85,Month-to-month,DSL,1,1,0,0,7,7.0,0,0,43.85
22,0,69.7,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,69.7
7,0,38.55,Two year,DSL,0,0,0,3,1,1.0,0,0,9.6375
36,0,53.1,Two year,DSL,0,0,0,5,1,2.0,0,0,8.85
34,0,20.65,Month-to-month,No,1,0,0,0,6,6.0,0,0,20.65
72,0,64.45,Two year,DSL,0,0,0,3,0,0.0,0,0,16.1125
36,0,25.1,Two year,No,0,0,0,0,2,2.0,0,0,25.1
1,1,76.35,Month-to-month,Fiber optic,1,1,0,1,8,8.0,1,0,38.175
23,1,79.15,Month-to-month,Fiber optic,1,0,0,1,6,7.0,1,0,39.575
32,1,85.0,Month-to-month,Fiber optic,1,0,0,1,6,10.5,1,1,42.5
71,0,95.15,One year,Fiber optic,0,0,1,4,1,2.5,1,0,19.03
23,0,79.35,Month-to-month,Fiber optic,1,0,0,1,6,8.5,1,0,39.675
17,0,96.65,One year,Fiber optic,0,0,1,3,1,2.5,1,0,24.1625
1,0,75.5,Month-to-month,DSL,1,1,0,4,6,7.0,0,0,15.1
12,0,19.7,Two year,No,0,0,0,0,3,3.0,0,0,19.7
72,0,20.5,Two year,No,0,0,0,0,2,2.0,0,0,20.5
1,0,19.2,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.2
72,0,98.35,Two year,Fiber optic,0,0,1,3,1,2.5,1,0,24.5875
60,0,74.35,Month-to-month,Fiber optic,1,0,0,0,5,7.0,1,1,74.35
61,0,51.35,Two year,DSL,0,0,0,4,0,0.0,0,0,10.27
6,0,45.65,Month-to-month,DSL,1,1,0,0,8,8.0,0,0,45.65
32,1,85.3,Month-to-month,Fiber optic,1,0,0,1,6,9.5,1,1,42.65
31,1,86.55,Month-to-month,Fiber optic,1,0,0,1,5,7.0,1,1,43.275
19,1,73.85,Month-to-month,Fiber optic,1,0,0,1,5,5.0,1,0,36.925
72,0,20.3,Two year,No,0,0,0,0,2,2.0,0,0,20.3
32,0,54.2,Month-to-month,DSL,1,0,0,1,6,7.0,0,0,27.1
65,0,90.65,Month-to-month,Fiber optic,1,0,1,2,5,7.5,1,0,30.21666666666667
45,0,50.9,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,12.725
42,0,25.05,One year,No,0,0,0,0,3,3.0,0,0,25.05
8,0,74.85,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,74.85
32,0,20.5,Two year,No,0,0,0,0,3,3.0,0,0,20.5
22,0,63.55,Month-to-month,DSL,1,0,0,3,4,6.5,0,0,15.8875
57,1,44.85,Month-to-month,DSL,1,0,0,2,4,6.5,0,0,14.950000000000001
1,0,47.95,Month-to-month,DSL,1,1,0,1,8,8.0,0,0,23.975
1,1,45.1,Month-to-month,DSL,1,1,0,0,8,9.5,0,0,45.1
1,0,45.0,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,45.0
24,1,96.0,Month-to-month,Fiber optic,1,0,1,3,5,9.5,1,1,24.0
1,1,20.05,Month-to-month,No,1,1,0,0,7,7.0,0,0,20.05
54,0,90.05,Month-to-month,Fiber optic,1,0,1,2,5,9.0,1,0,30.016666666666666
4,0,25.3,Two year,No,0,1,0,0,4,4.0,0,0,25.3
65,1,108.65,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,18.108333333333334
56,0,24.3,One year,No,0,0,0,0,3,3.0,0,0,24.3
45,0,75.95,Month-to-month,DSL,1,0,0,4,4,5.0,0,0,15.190000000000001
71,0,19.7,Two year,No,0,0,0,0,2,2.0,0,0,19.7
59,0,66.4,One year,DSL,0,0,0,4,0,0.0,0,0,13.280000000000001
69,0,35.75,One year,DSL,0,0,0,2,0,0.0,0,0,11.916666666666666
19,0,18.8,One year,No,0,0,0,0,3,3.0,0,0,18.8
55,0,19.4,Two year,No,0,0,0,0,2,2.0,0,0,19.4
38,0,19.3,One year,No,0,0,0,0,3,3.0,0,0,19.3
10,1,45.55,Month-to-month,DSL,1,0,0,0,6,7.0,0,0,45.55
47,0,67.45,Month-to-month,DSL,1,0,0,3,3,4.5,0,0,16.8625
2,1,35.1,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,17.55
1,1,46.2,Month-to-month,DSL,1,1,0,0,7,7.0,0,0,46.2
1,1,45.15,Month-to-month,DSL,1,1,0,0,8,8.0,0,0,45.15
1,1,43.3,Month-to-month,DSL,1,1,0,3,6,8.5,0,0,10.825
46,0,20.1,Two year,No,0,0,0,0,3,4.0,0,0,20.1
38,1,57.15,Month-to-month,DSL,1,0,0,2,3,4.5,0,0,19.05
65,0,58.9,Two year,DSL,0,0,0,3,0,0.0,0,0,14.725
19,1,73.2,Month-to-month,Fiber optic,1,0,0,1,6,7.0,1,0,36.6
52,1,85.35,Month-to-month,Fiber optic,1,0,0,2,4,5.0,1,0,28.45
71,0,19.45,Two year,No,0,0,0,0,3,3.0,0,0,19.45
1,1,45.95,Month-to-month,DSL,1,1,0,0,8,8.0,0,0,45.95
52,0,50.5,Month-to-month,DSL,1,0,0,4,4,6.5,0,0,10.1
6,0,25.1,One year,No,0,1,0,0,5,5.0,0,0,25.1
26,0,60.7,One year,DSL,0,0,0,2,1,1.0,0,0,20.233333333333334
48,0,99.0,One year,Fiber optic,0,0,1,3,2,4.5,1,0,24.75
64,0,104.4,One year,Fiber optic,0,0,1,4,1,2.5,1,0,20.880000000000003
3,1,83.75,Month-to-month,Fiber optic,1,1,0,2,6,6.0,1,0,27.916666666666668
1,0,44.05,Month-to-month,DSL,1,1,0,0,7,7.0,0,0,44.05
72,0,24.1,Two year,No,0,0,0,0,2,2.0,0,0,24.1
1,0,45.55,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,45.55
51,0,93.8,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,23.45
41,0,19.7,Two year,No,0,0,0,0,2,2.0,0,0,19.7
72,0,70.65,Two year,DSL,0,0,0,4,0,0.0,0,0,14.13
43,0,86.45,Two year,DSL,0,0,0,5,0,0.0,0,0,14.408333333333333
72,0,114.1,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.3
47,0,95.2,One year,Fiber optic,0,0,1,2,1,4.5,1,1,31.733333333333334
72,0,88.55,Two year,DSL,0,0,0,6,0,0.0,0,0,12.65
3,0,20.75,Month-to-month,No,1,1,0,0,7,7.0,0,0,20.75
1,1,70.05,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,70.05
2,1,86.0,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,43.0
26,0,44.65,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,11.1625
29,0,60.2,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,20.066666666666666
35,1,100.5,Month-to-month,Fiber optic,1,0,1,4,4,7.0,1,0,20.1
27,0,55.45,One year,DSL,0,0,0,2,0,0.0,0,0,18.483333333333334
24,0,70.3,Month-to-month,DSL,1,0,0,4,3,3.0,0,0,14.059999999999999
67,0,60.4,Two year,DSL,0,0,0,3,0,0.0,0,0,15.1
16,1,72.65,Month-to-month,Fiber optic,1,0,0,0,6,8.0,1,1,72.65
23,0,55.8,One year,DSL,0,0,0,2,0,0.0,0,0,18.599999999999998
14,0,31.1,Month-to-month,DSL,1,0,0,1,6,7.0,0,0,15.55
1,1,21.0,Month-to-month,No,1,1,0,0,8,9.0,0,0,21.0
1,1,45.1,Month-to-month,DSL,1,1,0,0,8,9.5,0,0,45.1
4,0,50.95,Month-to-month,DSL,1,1,0,3,5,6.5,0,0,12.7375
16,0,69.1,Month-to-month,DSL,1,0,0,3,4,5.0,0,0,17.275
46,0,43.95,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,14.65
68,0,86.5,Two year,DSL,0,0,0,5,0,0.0,0,0,14.416666666666666
38,0,69.95,Month-to-month,DSL,1,0,0,4,4,4.0,0,0,13.99
30,1,50.4,Month-to-month,DSL,1,0,0,1,5,6.5,0,0,25.2
5,1,78.95,Month-to-month,Fiber optic,1,1,0,1,8,11.5,1,1,39.475
17,0,90.95,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,22.7375
4,0,19.9,Two year,No,0,1,0,0,5,5.0,0,0,19.9
12,0,20.15,One year,No,0,0,0,0,3,3.0,0,0,20.15
72,0,90.6,Two year,DSL,0,0,1,6,1,1.0,0,0,12.942857142857141
3,0,92.0,Month-to-month,Fiber optic,1,1,1,2,7,11.5,1,1,30.666666666666668
56,1,94.45,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,23.6125
41,0,24.85,One year,No,0,0,0,0,3,4.0,0,0,24.85
40,0,36.0,One year,DSL,0,0,0,2,0,0.0,0,0,12.0
7,0,78.5,Month-to-month,DSL,1,0,0,5,4,5.0,0,0,13.083333333333334
69,0,19.95,Two year,No,0,0,0,0,2,2.0,0,0,19.95
7,0,20.65,One year,No,0,0,0,0,3,3.0,0,0,20.65
5,0,30.5,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,15.25
72,0,106.1,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,17.683333333333334
44,0,20.5,One year,No,0,0,0,0,2,2.0,0,0,20.5
65,0,95.5,One year,Fiber optic,0,0,1,3,2,4.5,1,0,23.875
3,0,64.6,Month-to-month,DSL,1,1,0,2,6,6.0,0,0,21.53333333333333
24,0,51.1,Month-to-month,DSL,1,0,0,1,5,5.0,0,0,25.55
44,1,84.8,Month-to-month,Fiber optic,1,0,0,2,3,3.0,1,0,28.266666666666666
72,0,89.1,Two year,DSL,0,0,0,6,0,0.0,0,0,12.728571428571428
24,0,54.95,Month-to-month,DSL,1,0,0,2,4,4.0,0,0,18.316666666666666
1,1,50.9,Month-to-month,DSL,1,1,0,1,8,8.0,0,0,25.45
22,0,20.45,Month-to-month,No,1,0,0,0,5,5.0,0,0,20.45
70,0,85.95,Two year,DSL,0,0,0,5,0,0.0,0,0,14.325000000000001
25,0,60.35,Month-to-month,DSL,1,0,0,1,6,6.0,0,0,30.175
37,0,19.8,Two year,No,0,0,0,0,2,2.0,0,0,19.8
22,0,85.35,Month-to-month,Fiber optic,1,0,0,1,5,8.5,1,1,42.675
59,0,72.1,Two year,DSL,0,0,0,3,0,0.0,0,0,18.025
49,1,99.8,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,24.95
47,1,107.35,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,21.47
31,1,19.55,Month-to-month,No,1,0,0,0,6,7.0,0,0,19.55
1,0,81.05,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,40.525
3,0,20.5,Month-to-month,No,1,1,0,0,8,9.0,0,0,20.5
53,0,111.8,One year,Fiber optic,0,0,1,5,1,2.5,1,0,18.633333333333333
1,0,20.2,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.2
20,0,19.7,One year,No,0,0,0,0,3,4.0,0,0,19.7
3,1,79.1,Month-to-month,Fiber optic,1,1,0,2,6,7.0,1,0,26.366666666666664
51,0,19.85,One year,No,0,0,0,0,2,2.0,0,0,19.85
51,0,60.5,One year,DSL,0,0,0,3,0,0.0,0,0,15.125
13,0,19.55,Two year,No,0,0,0,0,3,3.0,0,0,19.55
1,0,20.9,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.9
1,0,21.05,Month-to-month,No,1,1,0,0,8,9.0,0,0,21.05
63,0,71.5,One year,DSL,0,0,0,4,1,1.0,0,0,14.3
3,0,54.65,Month-to-month,DSL,1,1,0,1,8,8.0,0,0,27.325
46,0,19.2,Two year,No,0,0,0,0,2,2.0,0,0,19.2
1,0,49.8,Month-to-month,DSL,1,1,0,0,7,7.0,0,0,49.8
8,1,25.5,Month-to-month,DSL,1,0,0,0,6,6.0,0,0,25.5
71,0,20.5,Two year,No,0,0,0,0,2,2.0,0,0,20.5
55,0,90.4,Month-to-month,Fiber optic,1,0,1,2,4,5.5,1,0,30.133333333333336
70,0,90.25,One year,Fiber optic,0,0,1,3,1,2.5,1,0,22.5625
2,1,80.75,Month-to-month,Fiber optic,1,1,0,1,8,10.0,1,1,40.375
67,0,104.6,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,20.919999999999998
65,1,91.85,Month-to-month,Fiber optic,1,0,1,2,4,5.5,1,0,30.616666666666664
14,0,50.2,Month-to-month,DSL,1,0,0,1,5,5.0,0,0,25.1
20,0,95.5,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,23.875
1,1,75.35,Month-to-month,Fiber optic,1,1,0,1,8,9.0,1,0,37.675
1,1,75.45,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,75.45
49,0,95.4,Month-to-month,Fiber optic,1,0,1,2,4,7.5,1,1,31.8
72,0,101.3,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,20.259999999999998
46,0,53.1,Month-to-month,DSL,1,0,0,1,6,6.0,0,0,26.55
24,0,84.85,Month-to-month,Fiber optic,1,0,0,2,3,3.0,1,0,28.28333333333333
5,0,34.25,Month-to-month,DSL,1,1,0,2,6,6.0,0,0,11.416666666666666
33,0,88.6,Month-to-month,Fiber optic,1,0,0,3,3,3.0,1,0,22.15
42,0,60.15,One year,DSL,0,0,0,2,0,0.0,0,0,20.05
23,0,99.95,One year,Fiber optic,0,0,1,4,1,2.5,1,0,19.990000000000002
8,0,70.7,Month-to-month,Fiber optic,1,0,0,0,5,7.0,1,1,70.7
66,0,54.8,One year,DSL,0,0,0,2,1,2.0,0,0,18.266666666666666
24,1,49.55,Month-to-month,DSL,1,0,0,1,5,5.0,0,0,24.775
24,0,54.8,Month-to-month,DSL,1,0,0,1,5,6.5,0,0,27.4
69,1,78.6,One year,DSL,0,0,0,5,0,0.0,0,0,13.1
53,0,100.3,One year,Fiber optic,0,0,1,4,2,4.5,1,0,20.06
60,0,53.6,Two year,DSL,0,0,0,4,1,1.0,0,0,10.72
7,1,81.1,Month-to-month,Fiber optic,1,0,0,1,6,9.0,1,1,40.55
20,0,19.35,One year,No,0,0,0,0,2,2.0,0,0,19.35
23,0,85.6,Month-to-month,Fiber optic,1,0,0,1,6,8.0,1,1,42.8
72,0,80.8,Two year,DSL,0,0,0,5,1,2.0,0,0,13.466666666666667
11,1,74.95,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,74.95
21,0,19.6,Two year,No,0,0,0,0,3,3.0,0,0,19.6
1,1,93.55,Month-to-month,Fiber optic,1,1,1,2,7,13.0,1,1,31.183333333333334
31,0,90.7,Month-to-month,Fiber optic,1,0,1,2,5,9.0,1,0,30.233333333333334
57,0,69.75,Two year,DSL,0,0,0,4,1,1.0,0,0,13.95
45,0,20.0,Two year,No,0,0,0,0,2,2.0,0,0,20.0
10,0,95.25,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,23.8125
58,1,102.1,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,20.419999999999998
14,0,19.95,Month-to-month,No,1,0,0,0,6,6.0,0,0,19.95
27,0,80.85,One year,DSL,0,0,0,4,1,1.0,0,0,16.169999999999998
14,1,90.9,Month-to-month,Fiber optic,1,0,1,2,4,5.5,1,0,30.3
12,1,29.2,Month-to-month,DSL,1,0,0,1,6,6.0,0,0,14.6
69,0,93.3,Two year,Fiber optic,0,0,1,3,1,2.5,1,0,23.325
25,1,89.15,Month-to-month,Fiber optic,1,0,0,3,3,3.0,1,0,22.2875
58,1,108.85,One year,Fiber optic,0,0,1,5,2,4.5,1,0,18.141666666666666
35,0,46.35,Two year,DSL,0,0,0,3,0,0.0,0,0,11.5875
16,1,84.75,Month-to-month,Fiber optic,1,0,0,1,6,10.5,1,1,42.375
45,0,78.75,One year,DSL,0,0,0,4,0,0.0,0,0,15.75
17,0,83.55,Month-to-month,Fiber optic,1,0,0,2,4,5.0,1,0,27.849999999999998
1,1,45.7,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,45.7
22,0,19.6,One year,No,0,0,0,0,3,3.0,0,0,19.6
1,1,69.95,Month-to-month,Fiber optic,1,1,0,0,8,12.5,1,1,69.95
67,0,67.85,Two year,DSL,0,0,0,4,1,1.0,0,0,13.569999999999999
67,0,105.65,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,21.130000000000003
2,1,44.6,Month-to-month,DSL,1,1,0,2,6,6.0,0,0,14.866666666666667
23,1,74.95,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,74.95
9,0,75.5,Month-to-month,Fiber optic,1,0,0,1,5,6.5,1,0,37.75
5,0,20.15,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.15
54,0,45.2,Two year,DSL,0,0,0,3,0,0.0,0,0,11.3
57,1,95.25,Two year,Fiber optic,0,0,1,3,2,4.5,1,0,23.8125
24,1,89.85,Month-to-month,Fiber optic,1,0,0,2,4,5.0,1,0,29.95
49,1,100.45,One year,Fiber optic,0,0,1,3,2,3.5,1,0,25.1125
5,1,47.15,Month-to-month,DSL,1,1,0,0,8,8.0,0,0,47.15
2,1,80.2,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,40.1
4,1,87.1,Month-to-month,Fiber optic,1,1,0,2,6,7.0,1,0,29.03333333333333
70,0,79.25,Two year,DSL,0,0,0,5,0,0.0,0,0,13.208333333333334
5,1,75.9,Month-to-month,Fiber optic,1,1,0,0,7,9.0,1,1,75.9
53,0,85.7,Month-to-month,DSL,1,0,0,5,4,4.0,0,0,14.283333333333333
47,1,98.75,Month-to-month,Fiber optic,1,0,1,4,5,7.5,1,0,19.75
31,0,20.1,One year,No,0,0,0,0,2,2.0,0,0,20.1
13,0,61.8,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,15.45
28,0,49.9,Month-to-month,DSL,1,0,0,0,6,6.0,0,0,49.9
10,1,86.45,Month-to-month,Fiber optic,1,0,0,1,6,8.0,1,1,43.225
